profileID,speciality,fees,opentime,closetime,patient
KW74 KEWO QC2H PBZL L7TT EXEO KU7Y VK,STAR^G,$46.98,8:03 AM,7:54 PM,Ralf Dugood
NL50 QVLP 0758 8036 26,DXTR,$72.07,8:35 AM,9:32 PM,Gabie Gilder
CR08 7727 6521 6288 1414 2,GPK,$85.28,8:41 AM,10:00 PM,Bentlee Oloshkin
MC38 0011 8891 10FU NERL R3LS V34,EBF,$57.96,9:32 AM,8:24 PM,Edmon Hembry
FR94 5447 2442 65GD N090 0U8T L93,ZIONW,$32.22,9:48 AM,8:55 PM,Joannes Alexsandrev
HR51 8899 7878 0821 2260 6,OLD,$84.46,8:55 AM,9:01 PM,Loree Fairtlough
FR68 9679 6253 97JT AYFK E2IU P61,FLT,$65.74,9:10 AM,10:06 PM,Glen Slyde
MK47 616X M1TQ H3TD U68,BRK.A,$55.70,8:14 AM,9:56 PM,Ivory Bruckmann
SE48 4622 1247 9164 1806 5984,APLE,$69.64,9:39 AM,9:13 PM,Dolorita Harcarse
LU73 407W QR97 XN0O ML8I,MS^F,$95.19,9:54 AM,8:36 PM,Lanie Hebblethwaite
LT49 0403 9659 9216 4102,UCTT,$50.66,8:31 AM,7:26 PM,Mahalia Burg
BG67 BMYF 3016 65SF DWFN VY,KOOL,$71.06,8:28 AM,6:22 PM,Con Stonnell
GB84 RWLO 1771 4304 2740 14,FNBG,$52.16,9:18 AM,7:41 PM,Hayden Habergham
FO77 0510 3306 3573 12,AAN,$36.41,8:24 AM,7:44 PM,Davine Farington
LB67 9598 HEWS VSPQ JDPB 9P1G SD2U,MUI,$81.15,9:50 AM,8:47 PM,Stormi Macvain
GE84 YO75 4201 8113 9480 93,DS^B,$32.58,9:45 AM,7:24 PM,Lauryn Crus
FR11 4967 7149 42LU KXXN DCWP I62,ATHN,$78.01,9:23 AM,10:03 PM,Sher Tremayle
GR63 9095 149I MTYJ TYHB EJU3 VTO,ADM,$55.29,9:01 AM,10:09 PM,Dewitt Smidmor
BG87 TKQN 1897 35SL B4JW RO,VALE.P,$90.34,9:03 AM,10:19 PM,Garnet Stow
TN41 9840 6049 0768 9004 5827,CHRW,$75.15,8:03 AM,9:16 PM,Burgess Stoffersen
AT24 9361 5641 6388 6441,ZGNX,$52.64,9:02 AM,9:04 PM,Maritsa Saice
BA60 3453 6865 4690 9839,EMCF,$81.32,8:22 AM,9:20 PM,Gonzales Denson
BH16 KSVI K3HD ABZM S7YG 5U,CHY,$77.28,9:42 AM,8:26 PM,Phil Lezemere
CY02 4916 7268 9VBJ H2MH HCYQ NPCD,ENTA,$40.06,8:57 AM,8:41 PM,Willie Strelitzer
IS03 8255 4514 2863 8378 7061 71,STLR,$44.96,8:07 AM,8:00 PM,Allyson Crosswaite
TR32 2175 5NBK 9FOJ DZ20 VISX UX,SNHY,$63.85,9:07 AM,7:00 PM,Jaclin Castenda
RO03 QBHW 8LB1 5IRG D29P E9QG,LNT,$99.29,8:05 AM,8:13 PM,Gibb Cooke
DK51 5400 6396 3472 32,ILMN,$70.49,9:42 AM,7:57 PM,Mommy Shurlock
FO46 4360 3391 3304 67,ON,$99.73,8:58 AM,7:19 PM,Kennedy Eddie
DO47 QMW0 2328 9245 5792 3157 7453,DGAS,$91.86,8:55 AM,7:11 PM,Ingrim Sloey
BR28 5435 3756 1878 3309 7014 465T N,GOODO,$36.20,8:48 AM,7:50 PM,Marcos Darkott
FR74 3463 2217 01VD FXHV VB0V L08,SCG,$82.71,9:29 AM,9:31 PM,Peta Bowne
FR61 7686 3513 12HP 11CX ZDCO B61,FSCFL,$97.21,9:48 AM,6:04 PM,Raimondo Lillford
FR68 0949 7648 05Q9 DZZJ XW7C I78,WFC^T,$63.65,9:31 AM,10:00 PM,Felike Flaxon
ME75 4429 0412 3316 5607 21,CLSD,$30.82,8:24 AM,7:14 PM,Claudianus Klug
MC85 0581 5117 93JJ F7TA 5WYZ E56,PEG,$33.84,8:59 AM,10:18 PM,Fidelity Frier
FR83 8082 3014 517I CDIK LUKO E21,FCH^A,$70.79,8:05 AM,6:35 PM,Flint Belamy
MR59 0247 9736 9212 7133 7582 964,SWP,$93.51,8:34 AM,6:21 PM,Barnett Whitfield
AZ80 ZKNG 1D2K Q9DT D8ZV QX2N BN7W,GBLIZ,$47.57,8:13 AM,7:13 PM,Aguie Creevy
FR09 0133 2425 43RI SVLF PARP K96,CPE^A,$95.80,8:34 AM,8:37 PM,Poul Wain
PT20 6240 3550 9033 7528 9895 2,EVBS,$35.76,8:57 AM,6:09 PM,Norri Riccelli
GE13 IK78 9896 7713 8244 43,REGI,$90.82,9:42 AM,8:41 PM,Wilek Vuitte
GE77 RX94 2232 4706 7172 89,HSEB,$75.87,9:48 AM,8:40 PM,Travis Philpin
AD68 2011 9929 YBXE DAKS XDPV,NICE,$84.97,9:31 AM,7:29 PM,Kippy Tourry
MR91 9041 4676 9620 4348 2491 560,ICD,$42.66,9:22 AM,7:45 PM,Gram Skillicorn
BE23 0890 3512 8022,SWKS,$35.66,8:31 AM,7:27 PM,Annadiane Islep
PT09 8696 1964 6039 5451 0037 2,CYCC,$73.28,9:42 AM,10:47 PM,Donna Tunney
BR24 2412 7926 1941 0117 8638 114T 8,QPACW,$74.80,9:15 AM,6:42 PM,Almeda Muck
DE96 6762 8588 8154 8355 80,BBBY,$77.40,8:37 AM,7:20 PM,Petronilla Rehor
IE81 WVEW 9651 0452 5447 79,AMKR,$51.75,8:45 AM,9:07 PM,Deedee Gartan
CY59 3463 6642 F5SQ IYZH IJAM TA94,MFIN,$81.62,8:05 AM,10:33 PM,Sayres Lowde
BE52 3445 5653 1660,MOS,$76.73,8:05 AM,10:19 PM,Lola Winterburn
BH29 LVEL YCCM 4UDS KNV4 JH,VUSE,$58.15,8:29 AM,7:39 PM,Eva Clousley
SA41 71UC QDFN YJNI AIKS PFTS,COF^G,$67.62,8:58 AM,6:51 PM,Olly Krelle
TR15 5685 9S4T MAOU 4UHJ WVOO 62,PFLT,$81.25,8:30 AM,10:38 PM,Leeanne Palffrey
IT65 O741 2150 8198 DNOT J4QX U1H,CA,$84.39,9:50 AM,7:48 PM,Caesar Revens
LV48 LHWQ PBSH RZME OGKO D,FIBK,$91.10,9:17 AM,9:32 PM,Nathanial Currin
FR50 9752 7709 90JD 5QLP K1BS U96,BRKS,$98.29,9:44 AM,10:01 PM,Jakie Biasotti
ES64 2275 0507 8317 7690 9433,ARI^A,$40.13,8:56 AM,9:45 PM,Myrvyn Damarell
SA55 64UL S5VP Y5KG ELMX 6ZLY,RGEN,$57.18,9:28 AM,7:59 PM,Tanny Boeter
RO16 TCAO 4CKC NVOS U1BQ 3T7M,OMAA,$51.41,9:09 AM,6:01 PM,Martyn Coard
FR36 3041 5234 69TT 3GTM LDES 513,MCHI,$73.50,8:52 AM,7:01 PM,Lyndsie Bruce
FO64 2749 6839 8538 51,AN,$84.89,9:48 AM,7:35 PM,Angelica Antonignetti
PT74 7061 6700 7236 1062 6805 7,NNDM,$91.49,9:29 AM,7:17 PM,Byrom Seals
FI10 5983 1649 6348 57,FLC,$67.72,9:43 AM,9:03 PM,Susanetta Maudsley
MR31 2053 0806 4509 4976 0986 276,BBY,$57.74,9:57 AM,8:34 PM,Othelia Wigg
MK10 378P H0V6 HYYU A73,SMBK,$84.71,9:29 AM,7:08 PM,Andy Maynell
LB63 2752 OF7A TARM YWAX WJMH 0G5R,IDLB,$36.32,8:59 AM,10:44 PM,Claiborn Featley
AZ57 OUUV 99BJ OIEA HQXH 1TMM JAT5,BAC^W,$84.13,8:23 AM,10:51 PM,Starlene Masterson
FR79 7881 6916 84DS UDOU JOYH V70,AER,$72.64,8:49 AM,9:42 PM,Harri Deave
LU03 616J PLOR ISXA 5MSV,BITA,$62.86,9:14 AM,9:23 PM,Dieter Rozier
AT91 7218 1383 3826 5720,FCFS,$48.92,9:02 AM,7:22 PM,Thebault Castree
PS96 CNMB ANTF UYIL G5E7 9HKL 4RUG 3,CII,$36.47,9:14 AM,10:05 PM,Sonni Heineke
PL67 2760 4908 5030 0776 7233 6037,SFUN,$57.00,9:10 AM,9:20 PM,Valaree Savery
FR17 4439 5903 03EW KQKP TYLV 762,MUX,$78.55,9:54 AM,7:44 PM,Austin Corson
FR40 3784 9632 758B BIBL LC5G W74,ANW,$55.28,8:19 AM,7:09 PM,Florina Reboul
LI70 6310 8QJS OJ2K SBRC C,EGOV,$66.66,9:45 AM,7:02 PM,Kearney Hryncewicz
NL49 PBMT 0748 7586 18,MITL,$91.84,8:16 AM,7:40 PM,Paulette Juzek
ES86 1391 8062 3146 3002 1153,CRCM,$63.21,9:39 AM,10:24 PM,Glynn Sonley
IT30 D661 8539 726A N8YX KDWC PDS,FRP,$67.84,8:17 AM,6:46 PM,Shell Surmeyers
PK07 TUDT FRZF V2G8 AKR9 M8G7,GENE,$80.98,8:35 AM,7:46 PM,Nealson Jezard
GR85 7118 257X IYHM 4J0O P7XZ SQP,ATRI,$31.81,8:36 AM,6:14 PM,Sidney Kermannes
FR59 1452 3464 88WZ W3PO WHCI C41,OIBR.C,$68.46,9:54 AM,9:20 PM,Rochella Eplett
MU49 QGLR 9758 4747 5260 2699 774T HS,VVPR,$51.09,9:56 AM,9:43 PM,Jeremie Cottisford
KW36 VKOH VS91 AD8I BBQK OUBV GPVF 5W,BMCH,$57.92,8:29 AM,7:05 PM,Marcelle Blackboro
CY91 0771 8423 U8TJ 2V08 X48Y 1WAL,CTLT,$97.48,8:17 AM,9:37 PM,Tybie Warwick
VG34 DSBS 8854 6966 9889 1781,UVV,$53.61,9:48 AM,8:48 PM,Tedra Cregg
GB32 MOYW 4772 8363 0556 94,CTRV,$94.75,9:46 AM,8:34 PM,Robbie Skipperbottom
FI39 5490 3372 7041 21,SQM,$33.19,8:09 AM,7:13 PM,Micheal Loxston
ME81 5155 6239 0786 3642 86,SXI,$98.18,8:40 AM,8:47 PM,Sybil Timblett
FR47 0046 0237 17NX EX9A S6WD W24,TLI,$66.26,9:41 AM,8:50 PM,Raye MacDougal
FR58 2591 5224 01BH PFQW GRIX R18,MSCA,$43.40,8:55 AM,9:25 PM,Carie Huffy
GR81 0368 946R GJKD BUVX FDXX NQT,DHG,$72.31,8:47 AM,6:58 PM,Jeffrey Felstead
FR41 6641 9467 32FL 54XU CRBB 955,COMT,$57.21,9:26 AM,10:46 PM,Mignon Fulks
BR50 8092 8305 4126 5782 7763 005Y S,MNTX,$82.36,9:48 AM,9:46 PM,Ara Braikenridge
PK71 OSWC W9VM PQWJ TZHS WOF9,CAMT,$96.72,9:56 AM,9:14 PM,Karena Gerardeaux
NL68 WXVG 6494 2721 15,ASTC,$58.35,8:45 AM,7:03 PM,Vaclav Morten
HU24 0994 2461 7721 3620 5246 8249,ABIL,$59.44,9:57 AM,8:40 PM,Adela Giff
CH44 1489 72WZ CAFX HAMI Z,DGLD,$31.39,9:53 AM,6:50 PM,Skippie Christal
FR14 4909 1985 68LO KXBW GQRH E10,GFI,$81.28,8:39 AM,10:24 PM,Carlyle Quilter
CZ52 6423 3578 7226 9828 3715,BSD,$42.18,9:38 AM,6:17 PM,Gabi Pettet
MK80 917S R1HQ KQY5 T66,SKOR,$31.03,8:32 AM,10:39 PM,Roberto Joel
GR49 9531 379C 04QS ZZEZ INOY YKK,PRTY,$54.41,9:48 AM,6:01 PM,Colan Meneely
FR40 5691 4423 26SL 3POD ELZL O03,PRGO,$84.09,8:05 AM,9:12 PM,Sharia MacEveley
SM93 M099 4955 176X XJJF TOBH PGV,IVH,$90.08,9:27 AM,6:38 PM,Catherine Brambill
LV48 FVZR E9PY K3ZK SYGF C,BHVN,$76.14,8:19 AM,6:29 PM,Omero Dyke
GI15 LCHN TZ27 XUV1 HVS9 AJR,ZIV,$56.17,8:40 AM,8:12 PM,Garfield Lambarton
GE23 KP56 2801 4962 3192 62,ENSG,$74.31,8:12 AM,7:31 PM,Stearne London
VG61 JERJ 0047 1408 3839 6272,LQ,$92.38,9:30 AM,6:51 PM,Markos Beamish
AL43 4474 1817 4WHN 95LO YMP2 MB7M,PDI,$48.27,9:37 AM,8:21 PM,Pepillo Eisikowitch
FR45 7352 7469 82OC DPCB 3P8N Z90,NFEC,$37.52,8:24 AM,6:33 PM,Lionel Weekes
FR49 8501 8695 190X VHV9 ZCOM B70,CLFD,$63.09,8:04 AM,8:41 PM,Andrej McCrow
IE63 PBLD 9717 0028 6449 36,CRD.B,$34.95,8:57 AM,6:40 PM,Peri Tavinor
FI70 1287 0121 3146 98,IAC,$77.61,9:15 AM,7:55 PM,Pepillo Bainbridge
FR96 5628 3910 67OO NSSR 6LGD O93,XNET,$37.36,9:22 AM,8:08 PM,Jo Rodgers
GT33 CDGH HHAX DPM5 4RC2 A75X FMHN,VRTS,$90.80,9:18 AM,10:09 PM,Menard Pattenden
DE32 7574 6980 7715 1476 26,ADVM,$34.57,8:32 AM,10:41 PM,Aurora Eunson
KZ98 2038 KBZZ 7H03 V5NK,AMH^C,$63.07,8:24 AM,7:03 PM,Kirby Abendroth
DK34 3678 0975 6665 53,JDD,$53.60,9:15 AM,9:41 PM,Ewen Veazey
CH91 3623 3FUJ UZ2E HCAV W,WBK,$90.22,8:26 AM,10:05 PM,Zak Barnet
LT57 1527 6557 6618 8129,YUM,$86.34,8:07 AM,6:26 PM,Frederic Pigden
ES94 1787 5709 8413 6248 2889,ACRS,$38.98,9:41 AM,6:59 PM,Shelly Thorns
FR21 0444 6888 93XQ J4PJ REXD M11,MBUU,$43.29,8:27 AM,9:21 PM,Julee Waddilove
AL83 4145 7938 5URB YYNF R398 OYNL,PCI,$42.03,8:27 AM,10:25 PM,Thorny Threadgould
FI41 4635 4659 0175 84,NBL,$57.05,8:19 AM,9:02 PM,Cherise Haslum
FO11 2989 9406 6020 46,BYFC,$89.23,9:18 AM,8:23 PM,Liane Hempel
FR59 8760 8764 52A5 9WZE O8VK V90,FOGO,$36.95,8:40 AM,6:52 PM,Georgina Ateggart
DO13 B6PA 4166 4463 1294 6604 8771,CBAK,$75.21,8:27 AM,6:47 PM,Joyce Sare
DO55 BWXX 9267 9079 1790 2539 9007,AXARW,$94.52,9:17 AM,8:58 PM,Danie Saffer
SA16 79XM APEQ 9AED K3HX GJCX,COR^A,$49.12,8:40 AM,10:38 PM,Rooney Kevane
RS59 2080 0968 4783 5491 87,RIG,$93.59,8:21 AM,9:47 PM,Griff Tows
HR44 6082 8933 1180 7702 6,WMK,$73.92,9:15 AM,9:48 PM,Randene Sauter
AT77 9344 8939 7360 8356,JPM.WS,$36.55,8:53 AM,7:31 PM,Miquela Drury
BR84 2548 8313 8910 0932 1392 356P R,BML^J,$73.83,9:00 AM,7:31 PM,Udall Loveguard
FR11 2954 1366 09NO 1BPB V7ZJ S03,ATGE,$88.24,8:27 AM,7:48 PM,Dilan Theis
MD74 QNGM ELPJ KE1K SS7B 6SWI,BHVN,$78.59,9:04 AM,10:46 PM,Jeannine Andreev
TR48 5641 5PEQ ZFVN UG09 HKVP CH,AXAS,$34.75,8:49 AM,7:37 PM,Christine Arenson
GR52 8730 341E 9JXC AIKX GZT8 KZY,SLG^I,$67.34,9:50 AM,9:21 PM,Art Harsum
BG09 CEXA 7471 91LS 8HYY 2W,FCB,$53.19,8:58 AM,9:56 PM,Bessy Pickavant
DK14 5545 5120 3964 88,AI^B,$71.13,8:35 AM,7:42 PM,Wayne Dosedale
FI61 4949 8913 9886 09,PINC,$40.62,9:56 AM,10:00 PM,Therine Reboul
DO11 UJ2Q 3267 1836 2745 3915 4755,ON,$92.17,8:24 AM,6:58 PM,Russ Cranton
PL58 0066 4632 8777 0422 2052 2875,AIG.WS,$49.09,9:48 AM,10:05 PM,Nigel Trasler
ES89 0775 3427 0342 1837 7742,HPE,$55.84,9:35 AM,8:22 PM,Keriann Hedderly
HR53 3764 1742 5287 4140 0,MAIN,$88.69,9:24 AM,7:29 PM,Mikael Mulcahy
FR86 9992 4739 098Q H4VL 6GM0 957,SRTSW,$80.83,9:43 AM,8:23 PM,Cordelia Comsty
FR21 3378 6308 32UU KEAH DOQ5 B44,TLI,$77.57,9:25 AM,9:02 PM,Sebastiano Lerwell
RO82 WKGA MCLD EPZZ YKAS M7VL,LFGR,$41.83,9:34 AM,10:39 PM,Mason Hellsdon
HR89 0297 2892 1627 7867 1,FTA,$36.79,8:49 AM,7:55 PM,Minne Gatiss
CZ83 1672 1152 5184 4363 8247,APRI,$31.60,9:10 AM,8:00 PM,Jaquelin Duester
FR69 0141 2864 08WX GE0Z WBFK Z60,TMST,$47.50,9:05 AM,10:58 PM,Sallyanne Leveridge
FR28 4624 4034 63MA 60ML XDZ1 Q90,JPS,$59.70,8:22 AM,8:24 PM,Davita Sheehan
MR85 4655 8898 1980 8127 0460 776,RBS^L,$76.76,9:31 AM,9:43 PM,Gregory Brewse
IL92 9149 3531 6297 9757 447,SYRS,$99.33,9:14 AM,7:55 PM,Brianne Tregenza
PS87 JJFF TKAV BD1Y NW6B C0CJ EVBS Z,CPG,$31.72,8:16 AM,6:15 PM,Grantham Krink
GB70 QAIF 6987 3712 5282 77,COF^G,$82.63,9:06 AM,9:32 PM,Dall Peverell
PT37 3615 7179 1478 8504 4148 8,SSNC,$41.02,9:14 AM,7:07 PM,Jobi Tellenbroker
FR26 5186 9216 18SR 4KKV IXHR 393,BCBP,$69.38,9:45 AM,6:40 PM,Micaela Fontes
FR93 8467 8409 65IN JZJK BVR0 T57,DVMT,$37.28,8:56 AM,6:40 PM,Jefferson Petroulis
CH29 8493 5X6L LMKI DVZO K,DKT,$90.96,9:44 AM,7:50 PM,Cornall Thunder
FR33 8177 9276 56PS Z2SG UGVF A51,ORN,$45.81,8:22 AM,9:39 PM,Gordan Gudeman
LI44 7202 8ZZS 3KXH M5J0 O,BF.B,$32.07,8:48 AM,6:33 PM,Jo-anne Tandey
SI80 1143 8682 2795 952,EHI,$30.22,8:22 AM,9:44 PM,Sella O'Rourke
AZ43 DQBR IH0D MPSP CT4K JQLN UNIL,DXYN,$77.55,8:03 AM,10:05 PM,Eleanore Burland
FR08 2274 7071 540L KHTH AA8W O16,KYN^F,$35.93,9:03 AM,10:34 PM,Marne Naire
NO74 2861 2617 358,INBKL,$59.56,9:41 AM,9:17 PM,Sascha Readitt
FR73 9337 8385 31BU FEWW FPAY 179,TDIV,$57.58,9:43 AM,10:17 PM,Meridel Costock
LI56 8109 0QNT 6RZD HRDF L,VSAR,$56.86,9:03 AM,6:40 PM,Monro Silcox
GI29 CAFZ VOR7 SYBJ HNX7 YST,BLMN,$67.12,9:25 AM,10:03 PM,Karlene Shere
CY15 9402 1903 KYKT DVMB 2I8J WCEI,JSYN,$95.00,9:06 AM,6:53 PM,Terri Brend
FR38 8654 5264 56KC U0TC 6IRW 698,MLAB,$55.90,9:37 AM,8:05 PM,Halley Hardwidge
HR91 1169 4355 9431 0331 7,ARMK,$57.22,8:11 AM,6:39 PM,Rosmunda Foreman
AT98 0580 7827 2441 8415,KW,$43.43,9:33 AM,9:43 PM,Marena Farbrother
ES16 3846 5109 8617 1984 7542,GSHTW,$74.00,8:42 AM,7:50 PM,Neala Waller-Bridge
BG08 NWSB 3002 23CV SCC2 MG,GSUM,$64.06,9:23 AM,6:29 PM,Ade Somerscales
ME02 1777 3740 7289 2053 65,AMSC,$71.46,9:00 AM,9:22 PM,Quintus Dawks
MT32 WUOM 1892 0BZ2 SWGH SBLQ ZFNA 1LJ,CASC,$56.85,9:31 AM,7:06 PM,Veronika Tebbe
DO87 VPXJ 2317 1726 9206 8714 2645,JFR,$95.95,8:09 AM,8:46 PM,Wynny Fearne
SI22 5491 8918 4208 828,WFC^W,$80.96,8:27 AM,10:07 PM,Jared Tregea
FR57 9986 8012 01NI AK7V UKOP 020,BLW,$60.28,8:28 AM,6:43 PM,Gaelan MacBey
FR02 5901 7781 88ZQ YRAT ZVHB W23,CSGP,$97.79,8:10 AM,9:38 PM,Fran Bosson
AL43 5493 5782 4CQJ Y5HP YSZH FQCQ,BSD,$96.30,9:46 AM,6:50 PM,Darci Wimpress
FR61 5273 3202 68NH QMHV LTGO 988,OESX,$74.11,9:26 AM,6:56 PM,Carolin Bakes
LT84 4936 4083 0796 4237,SLVO,$83.88,8:59 AM,10:26 PM,Joyce Thyng
IE89 ZLNK 6645 7754 2854 22,LOGM,$53.55,8:07 AM,8:46 PM,Daniela Dunlop
BG26 XCTY 7551 50EX 1KRA ZT,EBSB,$95.11,9:46 AM,9:33 PM,Harrison Bengough
FR37 4270 3334 56DR DCVA Y8GG E85,CRTN,$36.81,9:25 AM,7:46 PM,Cello Dobrovsky
GI11 VFDJ QXKW VFNP JZD3 III,ANH^A,$84.24,9:01 AM,9:14 PM,Rockwell Hanse
GI70 ZQCC EA9X KIGY BPHV MZS,IBN,$77.70,8:54 AM,9:39 PM,Janek Cheine
ES45 6157 0826 2958 3982 1760,LBAI,$65.06,9:01 AM,10:00 PM,Armando Helleckas
PK11 BDNR BA89 YQTB 18AH KECY,RATE,$65.24,8:36 AM,9:16 PM,Mommy Ternott
AD03 2566 7687 VXPH QQ7H ITP1,MDRX,$99.93,9:22 AM,8:35 PM,Denni Gauson
FR45 3061 6043 53MJ OOY2 MLVJ D03,SYRS,$83.04,9:45 AM,7:29 PM,Rochella Roads
SI81 0545 3358 6071 353,RDCM,$74.41,9:17 AM,9:18 PM,Kippie Sunnucks
GE25 IH95 8365 2423 8910 11,ZAYO,$80.67,9:46 AM,8:00 PM,Gradeigh Morot
ES90 0434 0948 2113 4603 5714,TCO,$55.18,9:50 AM,6:30 PM,Gabi Lamberts
FR18 2121 2570 649Z OQ00 APWD N74,PMTS,$35.25,8:22 AM,10:43 PM,Kessiah Cornelisse
BA34 3787 9972 3743 8289,USPH,$38.97,9:28 AM,9:58 PM,Levi Merit
DO89 WKFP 2455 2770 8811 3070 2205,APRI,$97.26,8:15 AM,10:24 PM,Dorothy Haggus
IS46 5761 1975 8956 2645 5823 50,ADX,$38.00,9:59 AM,10:48 PM,Erin Peirpoint
BG83 DVBK 8617 58EP CUWV GF,AWR,$47.19,8:27 AM,8:34 PM,Harp Surmon
SM16 B200 2958 132H TIIS M0XW JQU,RELV,$90.42,9:38 AM,10:20 PM,Melinda Woodrup
LI83 6386 35LV EITB 6WWW J,SAEX,$88.32,8:40 AM,9:06 PM,Calypso Cowmeadow
SA97 43HB V6BQ SPIX TINW CGIO,AED,$63.18,9:31 AM,9:46 PM,Elita Thurlborn
RO93 ILSX P36G 7DPL VRA5 G9BS,PDBC,$57.20,9:13 AM,8:52 PM,Selby Holdall
BE17 7538 1375 7534,SBCP,$70.71,8:12 AM,6:42 PM,Eddi Ellerey
ES42 0505 2983 6266 4555 8725,CBPX,$94.46,8:16 AM,8:14 PM,Iseabal Reynolds
BH27 GTRK 5SRC 1U1D NTNI UZ,MTW,$72.04,8:19 AM,6:56 PM,Donaugh Kowalski
FR93 8986 2991 05P7 K6CR PPWE Z49,KTWO,$45.46,9:44 AM,10:21 PM,Hubey Sitford
KW68 EHRH R6MG G2RU RUAS HAOC YI7G JG,NWS,$68.39,8:56 AM,10:37 PM,Ignacio Dahlman
FR40 2962 3319 82W6 2FKS SQUK 549,PRO,$77.88,8:15 AM,9:19 PM,Bank Gull
SE24 7498 5862 5700 9970 3021,BIG,$79.51,9:58 AM,9:20 PM,Caterina Beincken
NL24 YGAO 6535 4617 06,NSP,$44.45,8:16 AM,8:59 PM,Shandy Charkham
FO02 1536 5928 0958 77,IFMK,$95.72,9:53 AM,9:44 PM,Otha Purle
MC49 5428 2806 75RL WTT8 NSRW U93,COG,$30.40,8:15 AM,9:39 PM,Adler Knoton
FR95 0558 0840 69MA KAV6 M5AO K42,PUB,$98.99,9:54 AM,7:27 PM,Murielle Breukelman
KW09 RSYO HJRS UPV2 QDFK ASYM PV6L JF,CYRN,$58.28,8:26 AM,9:50 PM,Weber Toffolo
GE73 PW08 5567 1816 3726 43,NEWM,$34.20,8:57 AM,7:21 PM,Iggy Danford
BR41 0776 0654 6284 7510 4256 570E Q,PGR,$57.26,8:22 AM,9:20 PM,Samara Innes
TN91 2209 1838 8734 7435 8392,DLHC,$49.26,8:09 AM,7:32 PM,Susanne Borrow
CZ09 2933 0117 5301 8592 4091,TAP,$38.30,9:39 AM,9:17 PM,Rozele Franz-Schoninger
BH14 CRVV CXPB L7SQ TR2O 74,BBT^E,$97.18,8:22 AM,8:40 PM,Rafa Kinnon
NO90 4986 0944 989,SMFG,$95.43,9:38 AM,9:30 PM,Renault Effaunt
KW54 GIMN 5YBO 58NL YXY3 CBA6 BDZQ PV,KANG,$76.92,8:09 AM,9:36 PM,Vale Loreit
MT87 CATF 8887 21BK 0KLG CDBL 9TGN 70K,SSL,$44.72,8:32 AM,7:37 PM,Tera Skoate
SA70 15O0 9KQQ UVNE 8DOC JO3X,CORE,$32.49,8:56 AM,8:17 PM,Ashlee Elham
SM68 Q950 7084 9917 XEPR 3CVF DEV,MET^A,$78.37,8:14 AM,9:19 PM,Tonie Bogart
MT13 WSXI 0000 0IO1 PQIY HUKQ W8G8 RMH,MMD,$71.04,9:03 AM,6:47 PM,Jane Fosten
MU06 OUKV 8066 1924 7074 8835 909Y BM,CAVM,$71.97,8:54 AM,10:08 PM,Rudie Purver
EE63 4262 8219 5720 3919,JPM^G,$99.26,9:19 AM,9:28 PM,Tomlin Purrier
AT21 9443 7678 1577 8058,LPCN,$78.08,9:22 AM,9:44 PM,Townsend Itzkin
FR18 3778 9829 14OI LK45 7QI5 H99,RSG,$81.72,9:37 AM,8:29 PM,Karlis Barbosa
SI66 2965 7784 1500 640,ASPN,$92.53,9:27 AM,8:25 PM,Jacquelin Budden
NL16 YXTN 6168 1294 87,NS^A,$50.65,9:31 AM,9:28 PM,Bekki Creavin
KW17 GTCM 5AIE KZQE V1XK Y6FI 2NND DJ,IBB,$71.94,8:46 AM,10:42 PM,Tersina Dimitrie
DE83 3858 9067 5926 0281 84,SALT,$79.91,9:22 AM,8:24 PM,Ogden Haug
PK70 HDOA ACKG 4BYP 22DQ GZXB,ANTH,$70.11,9:48 AM,6:27 PM,Jacquetta Haggerstone
GB18 QUPQ 4809 7988 3018 61,HK,$33.69,9:45 AM,8:48 PM,Erena Paulot
SK74 2392 8287 0321 4094 9224,NMI,$84.94,9:24 AM,10:56 PM,Jesse Olechnowicz
MR16 8924 4947 4083 4291 9729 193,SYT,$51.57,8:45 AM,8:02 PM,Web Easeman
